Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
ENIA,Enel Americas S.A.,10.51,12234876649,n/a,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,5.53,5429660666,2016,Public Utilities,Electric Utilities: Central
EOCC,Enel Generacion Chile S.A.,23.4,6397368565,n/a,Public Utilities,Electric Utilities: Central
EGN,Energen Corporation,53.36,5185939247,n/a,Energy,Oil & Gas Production
ENR,"Energizer Holdings, Inc.",57.51,3555299025,2015,Miscellaneous,Industrial Machinery/Components
EPC,"Energizer Holdings, Inc.",70.41,4042874466,n/a,Consumer Non-Durables,Package Goods/Cosmetics
ETE,"Energy Transfer Equity, L.P.",18.4,19857004552,2006,Public Utilities,Natural Gas Distribution
ETP,ENERGY TRANSFER PARTNERS,35.56,26103811511,n/a,Public Utilities,Natural Gas Distribution
ERF,Enerplus Corporation,7.84,1885386163,n/a,Energy,Oil & Gas Production
ENS,Enersys,75.91,3296781092,2004,Consumer Non-Durables,Telecommunications Equipment
EGL,"Engility Holdings, Inc.",26.34,968767288.8,2015,Consumer Services,Military/Government/Technical
E,ENI S.p.A.,31.77,57729033967,n/a,Energy,Oil & Gas Production
ENLK,"EnLink Midstream Partners, LP",18.1,6206179133,n/a,Public Utilities,Natural Gas Distribution
ENLC,"EnLink Midstream, LLC",19.3,3475454757,n/a,Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",15.35,392573226.1,n/a,Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",13.5,452090146.5,2014,Finance,Finance: Consumer Services
NPO,EnPro Industries,64.09,1372479723,n/a,Basic Industries,Metal Fabrications
ESV,ENSCO plc,8.33,2533133899,n/a,Energy,Oil & Gas Production
ETM,Entercom Communications Corporation,13.1,531557599.6,1999,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, Inc.",24.5,0,n/a,Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, Inc.",23.8805,0,2013,Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, Inc.",23.13,0,2016,Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,76.99,13870152159,n/a,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",22.89,0,2016,Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",24.81,0,n/a,Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",23.65,0,n/a,Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, Inc.",22.92,0,2016,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, Inc.",25.05,0,n/a,Public Utilities,Power Generation
ENO,"Entergy New Orleans, Inc.",25.03,0,2016,Public Utilities,Power Generation
EZT,Entergy Texas Inc,26.75,0,2014,Public Utilities,Electric Utilities: Central
EPD,Enterprise Products Partners L.P.,27.64,58585749417,n/a,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,6.1,550290747.8,2000,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",33.8,1468048514,2010,Miscellaneous,Business Services
EVHC,Envision Healthcare Corporation,60.07,7052585628,2016,Health Care,Medical/Nursing Services
EVHC^,Envision Healthcare Corporation,112.81,0,n/a,n/a,n/a
EVA,"Enviva Partners, LP",28.2,741609042.6,2015,Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",7.95,368023117.2,n/a,Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",95.64,55199479970,n/a,Energy,Oil & Gas Production
EPE,EP Energy Corporation,4.87,1224871665,2014,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",74.71,3824008713,2012,Technology,EDP Services
EPR,EPR Properties,75.05,5475430655,1997,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,29.35,0,n/a,n/a,n/a
EPR^E,EPR Properties,36.76,0,n/a,n/a,n/a
EQT,EQT Corporation,62.62,10854022538,n/a,Energy,Oil & Gas Production
EQGP,"EQT GP Holdings, LP",27.36,7282274400,2015,Public Utilities,Natural Gas Distribution
EQM,"EQT Midstream Partners, LP",76.86,6193513920,2012,Public Utilities,Natural Gas Distribution
EFX,"Equifax, Inc.",134.86,16281858586,n/a,Finance,Finance: Consumer Services
EQC,Equity Commonwealth,32.01,3971294882,n/a,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,25.87,0,n/a,n/a,n/a
EQCO,Equity Commonwealth,25.25,0,2012,Consumer Services,Real Estate Investment Trusts
ELS,"Equity Lifestyle Properties, Inc.",79.35,6884848138,n/a,Consumer Services,Real Estate Investment Trusts
ELS^C,"Equity Lifestyle Properties, Inc.",25.4761,0,n/a,n/a,n/a
EQR,Equity Residential,63.24,23215256461,n/a,Consumer Services,Real Estate Investment Trusts
EQS,"Equus Total Return, Inc.",2.46,31177169.16,n/a,n/a,n/a
ERA,"Era Group, Inc.",13.09,274020378.9,n/a,Transportation,Transportation Services
EROS,Eros International PLC,9.65,585351601.1,2013,Consumer Services,Movies/Entertainment
ESE,ESCO Technologies Inc.,56.7,1458503229,n/a,Consumer Durables,Telecommunications Equipment
ESNT,Essent Group Ltd.,36.82,3438139778,2013,Finance,Property-Casualty Insurers
ESS,"Essex Property Trust, Inc.",233.57,15312390702,1994,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",84.94,31122510011,1995,Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,84.15,2498231147,n/a,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,29.2,808553168.4,1993,Consumer Durables,Home Furnishings
EURN,Euronav NV,7.8,1241829802,2015,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",8.35,68662050,n/a,n/a,n/a
EVER,EverBank Financial Corp.,19.45,2482945416,2012,Finance,Savings Institutions
EVER^A,EverBank Financial Corp.,25.3674,0,n/a,n/a,n/a
EVR,Evercore Partners Inc,73.8,3033901395,2006,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",230.63,9434251335,n/a,Finance,Property-Casualty Insurers
EVRI,Everi Holdings Inc.,5.56,367469768.6,n/a,Finance,Finance: Consumer Services
ES,Eversource Energy,59.62,18892731873,n/a,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",15.45,1122211244,2013,Technology,EDP Services
EVH,"Evolent Health, Inc",21,1427371197,2015,Consumer Services,Other Consumer Services
EXAR,Exar Corporation,12.97,663966011.7,1985,Technology,Semiconductors
XCO,EXCO Resources NL,0.5369,151923440.9,2006,Energy,Oil & Gas Production
EXC,Exelon Corporation,35.97,33299700865,n/a,Public Utilities,Power Generation
EXCU,Exelon Corporation,49.85,46149293526,n/a,Public Utilities,Power Generation
EXPR,"Express, Inc.",8.2,643057054.4,2010,Consumer Services,Clothing/Shoe/Accessory Stores
STAY,"Extended Stay America, Inc.",17.02,3304856390,2013,Consumer Services,Hotels/Resorts
EXTN,Exterran Corporation,28.35,1008752819,2015,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,78.1,9833750083,2004,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,81.69,3.38729E+11,n/a,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,13.85,2926656228,n/a,Finance,Major Banks
FNB^E,F.N.B. Corporation,29.02,0,n/a,n/a,n/a
FN,Fabrinet,37.89,1400214000,2010,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,157.92,6231252999,1996,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,126.03,3914365014,n/a,Miscellaneous,Business Services
FMSA,Fairmount Santrol Holdings Inc.,6.49,1453074747,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SFUN,Fang Holdings Limited,3.45,1618024487,2010,Technology,EDP Services
FPI,Farmland Partners Inc.,11.07,356690676.6,2014,Consumer Services,Real Estate Investment Trusts
FBK,FB Financial Corporation,32.99,796831651.7,2016,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",63.6,1584782256,1996,Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",46.75,1981697999,2014,Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,54.14,571263894.7,n/a,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,n/a,0,n/a,n/a,n/a
AGM^A,Federal Agricultural Mortgage Corporation,25.79,0,n/a,n/a,n/a
AGM^B,Federal Agricultural Mortgage Corporation,27.08,0,n/a,n/a,n/a
AGM^C,Federal Agricultural Mortgage Corporation,27.05,0,n/a,n/a,n/a
FRT,Federal Realty Investment Trust,134.74,9724544882,n/a,Consumer Services,Real Estate Investment Trusts
FSS,Federal Signal Corporation,13.15,785336094.4,n/a,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",26.24,2667956802,1998,Finance,Investment Managers
FPT,Federated Premier Intermediate Municipal Income Fund,13.24,92445969.76,2002,n/a,n/a
FMN,Federated Premier Municipal Income Fund,14.08,87097218.56,2002,n/a,n/a
FDX,FedEx Corporation,183.73,49124800298,n/a,Transportation,Air Freight/Delivery Services
FCH,FelCor Lodging Trust Incorporated,7.27,1004011180,n/a,Consumer Services,Real Estate Investment Trusts
FCH^A,FelCor Lodging Trust Incorporated,24.5,0,n/a,Consumer Services,Real Estate Investment Trusts
RACE,Ferrari N.V.,70.63,17333886548,2015,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",5.97,580001410.1,1994,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,15.05,1258688600,n/a,Basic Industries,Paints/Coatings
FCAU,Fiat Chrysler Automobiles N.V.,9.7,18468974813,2014,Capital Goods,Auto Manufacturing
FBR,Fibria Celulose S.A.,9.12,4998580800,1997,Basic Industries,Paper
FGL,Fidelity and Guaranty Life,27.5,1622077518,2013,Finance,Life Insurance
FNF,"Fidelity National Financial, Inc.",38.38,12996610074,2014,Finance,Specialty Insurers
FNFV,"Fidelity National Financial, Inc.",12.2,4131283035,2014,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",80.16,26355045682,n/a,Miscellaneous,Business Services
FMO,Fiduciary/Claymore MLP Opportunity Fund,15.58,529081780.9,2004,n/a,n/a
FSCE,Fifth Street Finance Corp.,24.98,0,n/a,n/a,n/a
FAC,First Acceptance Corporation,1.14,46922412.54,n/a,Finance,Property-Casualty Insurers
FAF,First American Corporation (The),38.29,4222606229,n/a,Finance,Specialty Insurers
FBP,First BanCorp.,5.33,1159323263,n/a,Finance,Major Banks
FCFS,"First Cash, Inc.",47.7,2303418213,1991,Consumer Services,Other Specialty Stores
FCF,First Commonwealth Financial Corporation,12.28,1094136948,n/a,Finance,Major Banks
FDC,First Data Corporation,14.81,13591102730,2015,Miscellaneous,Business Services
FHN,First Horizon National Corporation,17.61,4116910829,n/a,Finance,Major Banks
FHN^A,First Horizon National Corporation,25.395,0,n/a,n/a,n/a
FR,"First Industrial Realty Trust, Inc.",27.95,3277820374,1994,Consumer Services,Real Estate Investment Trusts
AG,First Majestic Silver Corp.,9.35,1537715651,n/a,Basic Industries,Precious Metals
FPO,First Potomac Realty Trust,10.69,627641296.5,2003,Consumer Services,Real Estate Investment Trusts
FRC,FIRST REPUBLIC BANK,90.18,13914052560,n/a,n/a,n/a
FRC^B,FIRST REPUBLIC BANK,25.6,0,n/a,n/a,n/a
FRC^C,FIRST REPUBLIC BANK,26.3,0,n/a,n/a,n/a
FRC^D,FIRST REPUBLIC BANK,25.85,0,n/a,n/a,n/a
FRC^E,FIRST REPUBLIC BANK,27.18,0,n/a,n/a,n/a
FRC^F,FIRST REPUBLIC BANK,25.9625,0,n/a,n/a,n/a
FRC^G,FIRST REPUBLIC BANK,25.56,0,n/a,n/a,n/a
FFA,First Trust,14.41,287813293.2,2004,n/a,n/a
FMY,First Trust,14.1,59404921.5,2005,n/a,n/a
FDEU,First Trust Dynamic Europe Equity Income Fund,17.17,295871860.4,2015,n/a,n/a
FIF,First Trust Energy Infrastructure Fund,19.15,336087019.4,2011,n/a,n/a
FSD,First Trust High Income Long Short Fund,16.9,596107058.3,2010,n/a,n/a
FPF,First Trust Intermediate Duration Preferred & Income Fund,23.65,1437115829,2013,n/a,n/a
FEI           ,First Trust MLP and Energy Income Fund,16.47,749143187.5,2012,n/a,n/a
FPL,First Trust New Opportunities MLP & Energy Fund,13.75,327741631.3,2014,n/a,n/a
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.94,323050000,2016,n/a,n/a
FCT,First Trust Senior Floating Rate Income Fund II,13.64,364146834.5,2004,n/a,n/a
FGB,First Trust Specialty Finance and Financial Opportunities Fund,7.46,106900099.1,2007,n/a,n/a
FHY,First Trust Strategic High Income Fund II,13.06,107612858.9,n/a,n/a,n/a
FEO,First Trust/Aberdeen Emerging Opportunity Fund,15.9,82350027.3,n/a,n/a,n/a
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.6,200298534,2006,n/a,n/a
FE,FirstEnergy Corporation,31.27,13874400281,n/a,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",5.37,1214737808,2015,Technology,Computer Manufacturing
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.05,0,n/a,n/a,n/a
OAKS,Five Oaks Investment Corp.,5.3,92958067.4,2013,Consumer Services,Real Estate Investment Trusts
OAKS^A,Five Oaks Investment Corp.,24.92,0,n/a,n/a,n/a
FBC,"Flagstar Bancorp, Inc.",27.59,1573831958,n/a,Finance,Savings Institutions
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,25.15,481830943.2,2013,n/a,n/a
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,15.11,168304049.6,1991,n/a,n/a
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.97,149196198.7,1992,n/a,n/a
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,20.76,914750641.1,2003,n/a,n/a
FLC,Flaherty & Crumrine Total Return Fund Inc,21.16,210508017,2003,n/a,n/a
FLT,"FleetCor Technologies, Inc.",142.36,13081807047,2010,Miscellaneous,Business Services
FTK,"Flotek Industries, Inc.",12.09,697672612.7,n/a,Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",19.27,4025580215,n/a,Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,47,6132976796,n/a,Capital Goods,Fluid Controls
FLR,Fluor Corporation,50.18,7011987405,n/a,Basic Industries,Military/Government/Technical
FLY,Fly Leasing Limited,12.68,409011659.2,2007,n/a,n/a
FMC,FMC Corporation,72.56,9710456645,n/a,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,91.36,32690675203,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",72.09,9460587763,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,11.11,44238883147,n/a,Capital Goods,Auto Manufacturing
FELP,Foresight Energy LP,5.82,762766866.2,2014,Energy,Coal Mining
FCE.A,"Forest City Realty Trust, Inc.",n/a,0,n/a,n/a,n/a
FCE.B,"Forest City Realty Trust, Inc.",n/a,0,n/a,n/a,n/a
FOR,Forestar Group Inc,14.15,589976212.8,n/a,Finance,Real Estate
FTS,Fortis Inc.,33.27,13826061376,2016,Public Utilities,Electric Utilities: Central
FTV,Fortive Corporation,60.33,20874572386,2016,Capital Goods,Industrial Machinery/Components
FIG,Fortress Investment Group LLC,7.97,3086109169,2007,Finance,Investment Managers
FTAI,Fortress Transportation and Infrastructure Investors LLC,15.11,1144690914,2015,n/a,n/a
FSM,Fortuna Silver Mines Inc.,5.23,830795557.3,n/a,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",61.5,9440521400,n/a,Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",20.3,1957801467,2012,Energy,Metal Fabrications
FBM,"Foundation Building Materials, Inc.",15.94,683274587.6,2017,Consumer Services,RETAIL: Building Materials
FCPT,"Four Corners Property Trust, Inc.",23.25,1394384968,2015,Consumer Services,Real Estate Investment Trusts
FNV,Franco-Nevada Corporation,69.33,12374166697,n/a,Basic Industries,Precious Metals
FC,Franklin Covey Company,20.65,284996803.7,n/a,Consumer Services,Other Consumer Services
FSB,"Franklin Financial Network, Inc.",37.35,487759700.7,2015,Finance,Major Banks
BEN,"Franklin Resources, Inc.",40.59,22946389943,n/a,Finance,Investment Managers
FT,Franklin Universal Trust,7.0686,177647305.9,n/a,n/a,n/a
FI,Frank&#39;s International N.V.,9.87,2198209891,2013,Energy,Oilfield Services/Equipment
FCX,"Freeport-McMoran, Inc.",12.72,18385235737,n/a,Basic Industries,Precious Metals
FMS,Fresenius Medical Care Corporation,42.35,25936989848,n/a,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",58.42,2963521581,1997,Consumer Non-Durables,Farming/Seeds/Milling
FRO,Frontline Ltd.,6.65,1129232005,n/a,Transportation,Marine Transportation
FSIC,FS Investment Corporation,9.6,2348156746,2014,n/a,n/a
FCN,"FTI Consulting, Inc.",40.65,1674632928,n/a,Consumer Services,Professional Services
FF,FutureFuel Corp.,14.05,614687078.5,n/a,Basic Industries,Major Chemicals
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.9,68989550,n/a,n/a,n/a
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.19,0,n/a,n/a,n/a
GDV,Gabelli Dividend,20.72,1707999867,2003,n/a,n/a
GDV^A,Gabelli Dividend,26.22,0,n/a,n/a,n/a
GDV^D,Gabelli Dividend,26.31,0,n/a,n/a,n/a
GDV^G,Gabelli Dividend,25.31,0,n/a,n/a,n/a
GAB,"Gabelli Equity Trust, Inc. (The)",5.92,1297901783,1986,n/a,n/a
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.1,0,n/a,n/a,n/a
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.14,0,n/a,n/a,n/a
GAB^H,"Gabelli Equity Trust, Inc. (The)",24.42,0,n/a,n/a,n/a
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),11.4,88854119.4,2014,n/a,n/a
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.14,0,n/a,n/a,n/a
GGT,Gabelli Multi-Media Trust Inc. (The),8.16,198355009.9,n/a,n/a,n/a
GGT^B,Gabelli Multi-Media Trust Inc. (The),26.2637,0,n/a,n/a,n/a
GUT,Gabelli Utility Trust (The),6.81,295537560.7,n/a,n/a,n/a
GUT^A,Gabelli Utility Trust (The),25.368,0,n/a,n/a,n/a
GUT^C,Gabelli Utility Trust (The),25.19,0,n/a,n/a,n/a
GFA,Gafisa SA,16.07,16084141.6,2007,Basic Industries,Homebuilding
GCAP,"GAIN Capital Holdings, Inc.",7.44,358846585.9,2010,Finance,Investment Bankers/Brokers/Service
GBL,"Gamco Investors, Inc.",27.83,816626348.9,1999,Finance,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust ",7.13,148766152.3,2011,n/a,n/a
GME,Gamestop Corporation,22.38,2265098957,2002,Consumer Services,Electronics Distribution
GPS,"Gap, Inc. (The)",23.69,9481230705,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
IT,"Gartner, Inc.",108.93,9848823163,1993,Consumer Services,Other Consumer Services
GLOG,GasLog LP.,14.1,1135915077,2012,Consumer Services,Marine Transportation
GLOG^A,GasLog LP.,25.72,0,n/a,n/a,n/a
GLOP,GasLog Partners LP,23.4,892586354.4,2014,Consumer Services,Marine Transportation
GATX,GATX Corporation,59.11,2324860966,n/a,Consumer Services,Transportation Services
GMTA,GATX Corporation,25.18,0,2016,Consumer Services,Transportation Services
GZT,Gazit-Globe Ltd.,10.03,1971530110,2011,Finance,Real Estate
GCP,GCP Applied Technologies Inc.,32.85,2339257862,2016,Basic Industries,Major Chemicals
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,13.09,450509432.5,n/a,Transportation,Marine Transportation
GNRT,"Gener8 Maritime, Inc.",5.37,445496241.8,2015,Transportation,Marine Transportation
GNRC,Generac Holdlings Inc.,35.05,2198882675,2010,Consumer Durables,Metal Fabrications
GAM,"General American Investors, Inc.",33.38,908640818.7,n/a,n/a,n/a
GAM^B,"General American Investors, Inc.",26.3395,0,n/a,n/a,n/a
BGC,General Cable Corporation,16.25,808313983.8,1997,Basic Industries,Telecommunications Equipment
GD,General Dynamics Corporation,186.73,56648410998,n/a,Capital Goods,Marine Transportation
GEH,General Electric Capital Corporation,25.93,0,n/a,Energy,Consumer Electronics/Appliances
GEK,General Electric Capital Corporation,25.74,0,n/a,Energy,Consumer Electronics/Appliances
GE,General Electric Company,29.56,2.5743E+11,n/a,Energy,Consumer Electronics/Appliances
GEB,General Electric Company,25.4,0,n/a,Energy,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",57.17,32937660932,n/a,Consumer Non-Durables,Packaged Foods
GM,General Motors Company,33.39,50086335099,2010,Capital Goods,Auto Manufacturing
GM.WS.B,General Motors Company,n/a,0,n/a,n/a,n/a
GCO,Genesco Inc.,50.85,997263843.8,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",64.8,4035086474,n/a,Transportation,Railroads
GEL,"Genesis Energy, L.P.",31.77,3893071051,1996,Energy,Oil Refining/Marketing
GEN           ,"Genesis Healthcare, Inc.",2.3,355423763.3,n/a,Health Care,Hospital/Nursing Management
